Date,MMWR_week,Location,Estimate_child,Estimate_adult
12/13/2025,11,NM,8.7483,20.5
12/20/2025,12,NM,8.7483,20.5
12/27/2025,13,NM,10.3366,21.8
9/30/2023,1,NV,0,3.0
10/7/2023,2,NV,1.2689,5.6
10/14/2023,3,NV,2.1227,8.8
10/21/2023,4,NV,2.2829,9.3
10/28/2023,5,NV,2.2829,9.7
11/4/2023,6,NV,5.1932,10.1
11/11/2023,7,NV,5.1932,10.9
11/18/2023,8,NV,5.1932,11.8
11/25/2023,9,NV,5.1932,12.6
12/2/2023,10,NV,6.6778,13.5
12/9/2023,11,NV,6.6778,14.2
12/16/2023,12,NV,6.6778,14.7
12/23/2023,13,NV,6.6778,14.9
12/30/2023,14,NV,6.6778,15.8
1/6/2024,15,NV,7.9532,15.8
1/13/2024,16,NV,7.9532,15.8
1/20/2024,17,NV,7.9532,16.6
1/27/2024,18,NV,7.9532,16.7
2/3/2024,19,NV,8.6558,16.8
2/10/2024,20,NV,9.0876,16.8
2/17/2024,21,NV,9.0876,16.8
2/24/2024,22,NV,9.0876,17.2
3/2/2024,23,NV,9.0876,17.6
3/9/2024,24,NV,9.0876,17.6
3/16/2024,25,NV,9.0876,17.6
3/23/2024,26,NV,9.0876,17.6
3/30/2024,27,NV,9.0876,18.1
4/6/2024,28,NV,9.2002,18.5
4/13/2024,29,NV,9.2002,18.5
4/20/2024,30,NV,9.2002,18.5
4/27/2024,31,NV,9.2002,18.7
5/4/2024,32,NV,9.3623,18.7
5/11/2024,33,NV,9.3623,18.7
5/18/2024,34,NV,9.3623,18.7
5/25/2024,35,NV,9.3623,18.9
6/1/2024,36,NV,9.3623,19.1
6/8/2024,37,NV,9.3623,19.1
6/15/2024,38,NV,9.3623,19.1
6/22/2024,39,NV,9.3623,19.2
6/30/2024,40,NV,9.3623,19.2
7/6/2024,41,NV,,19.2
7/13/2024,42,NV,,19.2
7/20/2024,43,NV,,19.6
7/27/2024,44,NV,,19.8
8/3/2024,45,NV,,19.9
8/10/2024,46,NV,,19.9
8/17/2024,47,NV,,19.9
9/7/2024,1,NV,,2.1
9/14/2024,2,NV,,2.9
9/21/2024,3,NV,,4.9
9/28/2024,4,NV,,5.9
10/5/2024,5,NV,1.9368,6.8
10/12/2024,6,NV,3.1302,7.7
10/19/2024,7,NV,3.1557,10.4
10/26/2024,8,NV,4.5916,11.8
11/2/2024,9,NV,6.0276,13.2
11/9/2024,10,NV,6.0276,15.8
11/16/2024,11,NV,6.0276,15.8
11/23/2024,12,NV,6.0276,15.8
11/30/2024,13,NV,6.9291,16.0
12/7/2024,14,NV,7.8306,16.3
12/14/2024,15,NV,8.1574,16.7
12/21/2024,16,NV,8.5074,16.9
12/28/2024,17,NV,8.5074,17.2
1/4/2025,18,NV,8.5074,17.4
1/11/2025,19,NV,8.5074,17.4
1/18/2025,20,NV,8.5074,17.4
1/25/2025,21,NV,8.8998,18.0
2/1/2025,22,NV,9.2923,18.0
2/8/2025,23,NV,9.2923,18.0
2/15/2025,24,NV,9.2923,18.4
2/22/2025,25,NV,9.2923,18.6
3/1/2025,26,NV,9.2923,18.6
3/8/2025,27,NV,9.2923,18.6
3/15/2025,28,NV,9.2923,18.6
3/22/2025,29,NV,9.2923,18.7
3/29/2025,30,NV,9.2923,18.7
4/5/2025,31,NV,9.2923,18.7
4/12/2025,32,NV,9.2923,18.7
4/19/2025,33,NV,9.2923,18.8
4/26/2025,34,NV,9.4291,19.4
5/3/2025,35,NV,9.566,
5/10/2025,36,NV,9.566,
5/17/2025,37,NV,9.566,
5/24/2025,38,NV,9.566,
5/31/2025,39,NV,9.6209,
6/7/2025,40,NV,9.6758,
6/14/2025,41,NV,9.6758,
6/21/2025,42,NV,9.6758,
6/28/2025,43,NV,9.6758,
10/4/2025,1,NV,1.4166,
10/11/2025,2,NV,1.4166,3.7
10/18/2025,3,NV,1.4166,3.7
10/25/2025,4,NV,2.3172,6.6
11/1/2025,5,NV,3.2179,9.5
11/8/2025,6,NV,3.2179,9.5
11/15/2025,7,NV,3.2179,9.5
11/22/2025,8,NV,3.2179,11.7
11/29/2025,9,NV,3.8069,11.7
12/6/2025,10,NV,4.1014,11.7
12/13/2025,11,NV,4.3959,12.3
12/20/2025,12,NV,4.3959,12.3
12/27/2025,13,NV,4.3959,12.3
9/30/2023,1,NY,0.0872,2.6
10/7/2023,2,NY,3.0902,7.4
10/14/2023,3,NY,3.0902,8.5
10/21/2023,4,NY,3.0902,10.6
10/28/2023,5,NY,4.1602,11.6
11/4/2023,6,NY,8.0031,12.5
11/11/2023,7,NY,8.0777,13.3
11/18/2023,8,NY,8.0777,16.3
11/25/2023,9,NY,8.1435,16.3
12/2/2023,10,NY,10.8715,16.3
12/9/2023,11,NY,10.8715,16.3
12/16/2023,12,NY,10.8715,16.3
12/23/2023,13,NY,10.8726,16.3
12/30/2023,14,NY,10.8726,18.1
1/6/2024,15,NY,13.2409,19.9
1/13/2024,16,NY,14.0308,20.0
1/20/2024,17,NY,14.0308,20.2
1/27/2024,18,NY,14.0308,20.3
2/3/2024,19,NY,14.0308,20.4
2/10/2024,20,NY,14.058,20.4
2/17/2024,21,NY,14.0587,20.7
2/24/2024,22,NY,14.1942,21.0
3/2/2024,23,NY,14.8731,21.3
3/9/2024,24,NY,14.8731,21.4
3/16/2024,25,NY,14.8731,21.4
3/23/2024,26,NY,14.8731,21.4
3/30/2024,27,NY,14.8731,21.7
4/6/2024,28,NY,15.238,22.0
4/13/2024,29,NY,15.238,22.1
4/20/2024,30,NY,15.238,22.2
4/27/2024,31,NY,15.4775,22.2
5/4/2024,32,NY,16.3657,22.3
5/11/2024,33,NY,16.3657,22.3
5/18/2024,34,NY,16.3657,22.3
5/25/2024,35,NY,16.3657,22.4
6/1/2024,36,NY,16.7508,22.5
6/8/2024,37,NY,16.8933,22.5
6/15/2024,38,NY,16.8933,22.5
6/22/2024,39,NY,16.8933,22.5
6/30/2024,40,NY,16.8933,22.7
7/6/2024,41,NY,,22.9
7/13/2024,42,NY,,23.0
7/20/2024,43,NY,,23.0
7/27/2024,44,NY,,23.0
8/3/2024,45,NY,,23.0
8/10/2024,46,NY,,23.2
8/17/2024,47,NY,,23.2
9/7/2024,1,NY,,2.4
9/14/2024,2,NY,,2.4
9/21/2024,3,NY,,6.2
9/28/2024,4,NY,,6.8
10/5/2024,5,NY,4.5825,7.4
10/12/2024,6,NY,5.5679,12.0
10/19/2024,7,NY,5.5679,12.7
10/26/2024,8,NY,6.5743,14.0
11/2/2024,9,NY,7.5807,15.3
11/9/2024,10,NY,8.1363,16.2
11/16/2024,11,NY,8.1363,16.5
11/23/2024,12,NY,8.1363,16.5
11/30/2024,13,NY,9.1718,18.1
12/7/2024,14,NY,10.2073,19.6
12/14/2024,15,NY,10.2073,19.8
12/21/2024,16,NY,10.2073,20.4
12/28/2024,17,NY,10.7402,20.9
1/4/2025,18,NY,11.2731,21.3
1/11/2025,19,NY,11.2731,21.3
1/18/2025,20,NY,11.2731,21.3
1/25/2025,21,NY,11.86,21.8
2/1/2025,22,NY,12.4469,22.2
2/8/2025,23,NY,12.4469,22.2
2/15/2025,24,NY,12.4469,22.2
2/22/2025,25,NY,12.7532,22.5
3/1/2025,26,NY,13.0595,22.8
3/8/2025,27,NY,13.0595,22.8
3/15/2025,28,NY,13.0595,22.8
3/22/2025,29,NY,13.2141,23.2
3/29/2025,30,NY,13.2141,23.2
4/5/2025,31,NY,13.2141,23.2
4/12/2025,32,NY,13.2141,23.2
4/19/2025,33,NY,13.2141,23.2
4/26/2025,34,NY,13.2497,23.2
5/3/2025,35,NY,13.2852,
5/10/2025,36,NY,13.2852,
5/17/2025,37,NY,13.2852,
5/24/2025,38,NY,13.2852,
5/31/2025,39,NY,13.6705,
6/7/2025,40,NY,14.0558,
6/14/2025,41,NY,14.0558,
6/21/2025,42,NY,14.0558,
6/28/2025,43,NY,14.0558,
10/4/2025,1,NY,1.4106,
10/11/2025,2,NY,1.8232,7.4
10/18/2025,3,NY,1.8232,7.4
10/25/2025,4,NY,3.2603,9.3
11/1/2025,5,NY,4.6974,11.1
11/8/2025,6,NY,4.6974,11.1
11/15/2025,7,NY,4.6974,11.1
11/22/2025,8,NY,4.6974,11.1
11/29/2025,9,NY,6.7316,12.6
12/6/2025,10,NY,7.1654,14.1
12/13/2025,11,NY,7.1654,14.1
12/20/2025,12,NY,7.1654,14.1
12/27/2025,13,NY,7.5365,15.1
9/30/2023,1,OH,1.1422,0.1
10/7/2023,2,OH,1.1422,2.8
10/14/2023,3,OH,1.7225,9.4
10/21/2023,4,OH,1.8345,11.1
10/28/2023,5,OH,1.8345,11.1
11/4/2023,6,OH,6.0299,11.1
11/11/2023,7,OH,6.038,11.5
11/18/2023,8,OH,6.384,11.5
11/25/2023,9,OH,6.384,13.5
12/2/2023,10,OH,8.6589,15.5
12/9/2023,11,OH,9.8791,15.5
12/16/2023,12,OH,9.8791,15.5
12/23/2023,13,OH,9.8791,15.5
12/30/2023,14,OH,9.8791,17.4
1/6/2024,15,OH,11.1891,19.3
1/13/2024,16,OH,11.1891,19.4
1/20/2024,17,OH,11.1891,19.4
1/27/2024,18,OH,11.1891,19.4
2/3/2024,19,OH,12.5747,19.4
2/10/2024,20,OH,12.6252,19.4
2/17/2024,21,OH,13.6242,20.3
2/24/2024,22,OH,13.6242,20.3
3/2/2024,23,OH,13.6242,20.3
3/9/2024,24,OH,13.6242,20.3
3/16/2024,25,OH,13.6242,20.3
3/23/2024,26,OH,13.6242,20.3
3/30/2024,27,OH,13.6242,20.5
4/6/2024,28,OH,14.6389,20.8
4/13/2024,29,OH,14.6389,20.8
4/20/2024,30,OH,14.6389,20.8
4/27/2024,31,OH,14.6389,20.8
5/4/2024,32,OH,15.1417,20.9
5/11/2024,33,OH,15.1417,20.9
5/18/2024,34,OH,15.1417,20.9
5/25/2024,35,OH,15.1417,20.9
6/1/2024,36,OH,15.1417,20.9
6/8/2024,37,OH,15.1417,20.9
6/15/2024,38,OH,15.1417,20.9
6/22/2024,39,OH,15.1417,20.9
6/30/2024,40,OH,15.1417,21.0
7/6/2024,41,OH,,21.1
7/13/2024,42,OH,,21.1
7/20/2024,43,OH,,21.1
7/27/2024,44,OH,,21.1
8/3/2024,45,OH,,21.1
8/10/2024,46,OH,,21.1
8/17/2024,47,OH,,21.1
9/7/2024,1,OH,,2.0
9/14/2024,2,OH,,3.5
9/21/2024,3,OH,,3.7
9/28/2024,4,OH,,4.7
10/5/2024,5,OH,2.936,5.6
10/12/2024,6,OH,2.936,6.7
10/19/2024,7,OH,6.5073,10.8
10/26/2024,8,OH,7.0991,12.0
11/2/2024,9,OH,7.6908,13.2
11/9/2024,10,OH,7.6908,13.4
11/16/2024,11,OH,7.6908,13.4
11/23/2024,12,OH,7.6908,18.8
11/30/2024,13,OH,8.4784,18.8
12/7/2024,14,OH,9.266,18.8
12/14/2024,15,OH,9.266,18.8
12/21/2024,16,OH,9.266,18.8
12/28/2024,17,OH,9.6439,19.4
1/4/2025,18,OH,10.0218,20.1
1/11/2025,19,OH,10.0218,20.1
1/18/2025,20,OH,10.0218,20.1
1/25/2025,21,OH,10.4661,20.6
2/1/2025,22,OH,10.9104,21.0
2/8/2025,23,OH,10.9104,21.0
2/15/2025,24,OH,10.9104,21.0
2/22/2025,25,OH,11.3946,22.5
3/1/2025,26,OH,11.8789,24.0
3/8/2025,27,OH,11.8789,24.0
3/15/2025,28,OH,11.8789,24.0
3/22/2025,29,OH,11.8789,24.0
3/29/2025,30,OH,11.9646,24.7
4/5/2025,31,OH,12.0503,25.5
4/12/2025,32,OH,12.0503,25.5
4/19/2025,33,OH,12.0503,25.5
4/26/2025,34,OH,12.0503,25.5
5/3/2025,35,OH,12.0503,
5/10/2025,36,OH,12.0503,
5/17/2025,37,OH,12.0503,
5/24/2025,38,OH,12.0503,
5/31/2025,39,OH,12.248,
6/7/2025,40,OH,12.4458,
6/14/2025,41,OH,12.4458,
6/21/2025,42,OH,12.4458,
6/28/2025,43,OH,12.4458,
10/4/2025,1,OH,1.4684,
10/11/2025,2,OH,1.4684,6.3
10/18/2025,3,OH,1.4684,8.5
10/25/2025,4,OH,2.2846,8.5
11/1/2025,5,OH,3.1009,8.5
11/8/2025,6,OH,3.1009,8.5
11/15/2025,7,OH,3.1009,8.5
11/22/2025,8,OH,3.1009,8.5
11/29/2025,9,OH,3.9553,11.3
12/6/2025,10,OH,4.8097,12.7
12/13/2025,11,OH,4.8097,12.7
12/20/2025,12,OH,4.8097,13.8
12/27/2025,13,OH,5.5594,13.8
9/30/2023,1,OK,0.8644,2.4
10/7/2023,2,OK,0.8644,2.7
10/14/2023,3,OK,0.8644,4.5
10/21/2023,4,OK,1.9385,7.0
10/28/2023,5,OK,1.9385,7.6
11/4/2023,6,OK,3.5537,8.2
11/11/2023,7,OK,3.5537,9.7
11/18/2023,8,OK,3.9454,11.6
11/25/2023,9,OK,3.9454,11.6
12/2/2023,10,OK,5.5253,11.6
12/9/2023,11,OK,5.5253,11.6
12/16/2023,12,OK,5.5253,11.6
12/23/2023,13,OK,5.5253,11.6
12/30/2023,14,OK,5.5253,12.7
1/6/2024,15,OK,6.2216,13.8
1/13/2024,16,OK,6.2216,13.8
1/20/2024,17,OK,6.2637,14.6
1/27/2024,18,OK,6.2637,14.8
2/3/2024,19,OK,6.4267,15.1
2/10/2024,20,OK,6.4267,15.2
2/17/2024,21,OK,6.4267,15.6
2/24/2024,22,OK,6.4267,15.6
3/2/2024,23,OK,6.4854,15.6
3/9/2024,24,OK,6.4854,15.6
3/16/2024,25,OK,6.8466,15.6
3/23/2024,26,OK,6.8466,15.6
3/30/2024,27,OK,6.8466,15.7
4/6/2024,28,OK,6.8466,15.8
4/13/2024,29,OK,6.8466,15.8
4/20/2024,30,OK,6.8466,15.8
4/27/2024,31,OK,6.8466,15.9
5/4/2024,32,OK,6.8466,16.1
5/11/2024,33,OK,6.8466,16.1
5/18/2024,34,OK,6.8466,16.1
5/25/2024,35,OK,6.8466,16.2
6/1/2024,36,OK,6.8466,16.2
6/8/2024,37,OK,6.8466,16.2
6/15/2024,38,OK,6.8466,16.2
6/22/2024,39,OK,6.8466,16.2
6/30/2024,40,OK,6.8466,16.3
7/6/2024,41,OK,,16.4
7/13/2024,42,OK,,16.4
7/20/2024,43,OK,,16.4
7/27/2024,44,OK,,16.5
8/3/2024,45,OK,,16.6
8/10/2024,46,OK,,16.6
8/17/2024,47,OK,,16.6
9/7/2024,1,OK,,1.3
9/14/2024,2,OK,,2.4
9/21/2024,3,OK,,4.0
9/28/2024,4,OK,,4.7
10/5/2024,5,OK,1.6656,5.4
10/12/2024,6,OK,1.8497,6.6
10/19/2024,7,OK,1.8497,8.3
10/26/2024,8,OK,2.8274,9.2
11/2/2024,9,OK,3.805,10.1
11/9/2024,10,OK,3.805,11.4
11/16/2024,11,OK,3.805,11.4
11/23/2024,12,OK,4.925,12.4
11/30/2024,13,OK,4.925,12.5
12/7/2024,14,OK,4.925,12.6
12/14/2024,15,OK,4.925,12.7
12/21/2024,16,OK,4.925,13.9
12/28/2024,17,OK,4.9826,13.9
1/4/2025,18,OK,5.0401,13.9
1/11/2025,19,OK,5.0401,13.9
1/18/2025,20,OK,5.2573,14.3
1/25/2025,21,OK,5.2573,14.7
2/1/2025,22,OK,5.2573,15.1
2/8/2025,23,OK,5.2573,15.1
2/15/2025,24,OK,5.2573,15.3
2/22/2025,25,OK,5.4173,15.3
3/1/2025,26,OK,5.5773,15.3
3/8/2025,27,OK,5.5773,15.3
3/15/2025,28,OK,5.5773,15.3
3/22/2025,29,OK,5.5773,15.3
3/29/2025,30,OK,5.5976,15.7
4/5/2025,31,OK,5.6178,15.7
4/12/2025,32,OK,5.6178,15.7
4/19/2025,33,OK,5.6178,15.7
4/26/2025,34,OK,5.6178,15.7
5/3/2025,35,OK,5.6178,
5/10/2025,36,OK,5.6178,
5/17/2025,37,OK,5.6178,
5/24/2025,38,OK,5.6178,
5/31/2025,39,OK,5.8194,
6/7/2025,40,OK,6.021,
6/14/2025,41,OK,6.021,
6/21/2025,42,OK,6.021,
6/28/2025,43,OK,6.021,
10/4/2025,1,OK,1.014,
10/11/2025,2,OK,1.014,3.4
10/18/2025,3,OK,2.8245,6.6
10/25/2025,4,OK,2.8245,6.9
11/1/2025,5,OK,2.8245,7.2
11/8/2025,6,OK,2.8245,7.6
11/15/2025,7,OK,2.8245,7.6
11/22/2025,8,OK,4.1254,8.8
11/29/2025,9,OK,4.4088,8.8
12/6/2025,10,OK,4.6922,8.8
12/13/2025,11,OK,4.6922,8.8
12/20/2025,12,OK,4.6922,8.8
12/27/2025,13,OK,5.0516,9.4
9/30/2023,1,OR,2.2911,0.6
10/7/2023,2,OR,2.2911,6.7
10/14/2023,3,OR,4.6253,6.7
10/21/2023,4,OR,4.6253,13.1
10/28/2023,5,OR,8.6705,14.7
11/4/2023,6,OR,10.4483,16.4
11/11/2023,7,OR,10.4483,18.9
11/18/2023,8,OR,10.4483,18.9
11/25/2023,9,OR,12.4645,20.7
12/2/2023,10,OR,15.5855,22.5
12/9/2023,11,OR,15.5855,23.5
12/16/2023,12,OR,15.5855,24.3
12/23/2023,13,OR,15.5855,25.6
12/30/2023,14,OR,15.5855,25.8
1/6/2024,15,OR,18.4366,26.1
1/13/2024,16,OR,18.4366,26.1
1/20/2024,17,OR,18.4366,26.1
1/27/2024,18,OR,18.4366,26.5
2/3/2024,19,OR,20.4199,26.8
2/10/2024,20,OR,20.7968,26.8
2/17/2024,21,OR,20.7968,28.0
2/24/2024,22,OR,20.7968,28.0
3/2/2024,23,OR,21.011,28.0
3/9/2024,24,OR,21.011,28.0
3/16/2024,25,OR,21.011,28.0
3/23/2024,26,OR,21.011,28.0
3/30/2024,27,OR,21.011,28.8
4/6/2024,28,OR,21.6029,29.3
4/13/2024,29,OR,21.6029,29.3
4/20/2024,30,OR,21.6029,29.6
4/27/2024,31,OR,21.6029,29.8
5/4/2024,32,OR,21.6246,29.8
5/11/2024,33,OR,21.6246,29.8
5/18/2024,34,OR,21.6246,29.8
5/25/2024,35,OR,21.6246,30.0
6/1/2024,36,OR,21.8396,30.2
6/8/2024,37,OR,22.3809,30.2
6/15/2024,38,OR,22.3809,30.2
6/22/2024,39,OR,22.3809,30.5
6/30/2024,40,OR,22.3809,30.5
7/6/2024,41,OR,,30.5
7/13/2024,42,OR,,30.5
7/20/2024,43,OR,,30.5
7/27/2024,44,OR,,30.5
8/3/2024,45,OR,,30.5
8/10/2024,46,OR,,30.5
8/17/2024,47,OR,,30.5
9/7/2024,1,OR,,2.9
9/14/2024,2,OR,,5.0
9/21/2024,3,OR,,5.0
9/28/2024,4,OR,,8.4
10/5/2024,5,OR,5.2534,11.9
10/12/2024,6,OR,11.577,17.7
10/19/2024,7,OR,11.7267,19.7
10/26/2024,8,OR,11.7267,20.7
11/2/2024,9,OR,11.7267,21.7
11/9/2024,10,OR,11.7267,21.7
11/16/2024,11,OR,11.7267,22.3
11/23/2024,12,OR,15.6583,22.3
11/30/2024,13,OR,15.6583,24.7
12/7/2024,14,OR,15.6583,27.1
12/14/2024,15,OR,15.6583,27.7
12/21/2024,16,OR,17.6972,28.9
12/28/2024,17,OR,17.6972,28.9
1/4/2025,18,OR,17.6972,28.9
1/11/2025,19,OR,17.6972,29.3
1/18/2025,20,OR,17.6972,29.8
1/25/2025,21,OR,17.9,29.8
2/1/2025,22,OR,18.1028,29.8
2/8/2025,23,OR,18.1028,29.8
2/15/2025,24,OR,18.1028,29.8
2/22/2025,25,OR,18.3116,30.7
3/1/2025,26,OR,18.5204,31.1
3/8/2025,27,OR,18.5204,31.1
3/15/2025,28,OR,18.5204,31.1
3/22/2025,29,OR,18.5204,31.9
3/29/2025,30,OR,18.7123,32.1
4/5/2025,31,OR,18.9041,32.2
4/12/2025,32,OR,18.9041,32.2
4/19/2025,33,OR,18.9041,32.4
4/26/2025,34,OR,19.6533,32.4
5/3/2025,35,OR,20.4026,
5/10/2025,36,OR,20.4026,
5/17/2025,37,OR,20.4026,
5/24/2025,38,OR,20.4026,
5/31/2025,39,OR,20.7473,
6/7/2025,40,OR,21.0921,
6/14/2025,41,OR,21.0921,
6/21/2025,42,OR,21.0921,
6/28/2025,43,OR,21.0921,
10/4/2025,1,OR,2.7089,
10/11/2025,2,OR,2.7089,12.1
10/18/2025,3,OR,2.7089,13.8
10/25/2025,4,OR,6.0294,15.8
11/1/2025,5,OR,9.35,17.7
11/8/2025,6,OR,9.35,17.7
11/15/2025,7,OR,9.35,19.0
11/22/2025,8,OR,12.7458,20.5
11/29/2025,9,OR,12.7458,21.9
12/6/2025,10,OR,12.7458,23.3
12/13/2025,11,OR,12.7458,24.3
12/20/2025,12,OR,14.3954,24.6
12/27/2025,13,OR,14.3954,24.8
9/30/2023,1,PA,0.0314,4.8
10/7/2023,2,PA,3.4039,7.0
10/14/2023,3,PA,3.4846,8.3
10/21/2023,4,PA,3.7742,11.1
10/28/2023,5,PA,3.7742,12.4
11/4/2023,6,PA,7.5662,13.8
11/11/2023,7,PA,7.9517,15.4
11/18/2023,8,PA,7.981,16.9
11/25/2023,9,PA,7.981,17.4
12/2/2023,10,PA,11.4014,17.7
12/9/2023,11,PA,11.4014,17.7
12/16/2023,12,PA,11.4014,17.7
12/23/2023,13,PA,11.4014,17.7
12/30/2023,14,PA,11.4014,19.2
1/6/2024,15,PA,11.4014,20.7
1/13/2024,16,PA,11.4014,21.6
1/20/2024,17,PA,12.2041,21.6
1/27/2024,18,PA,12.2041,21.6
2/3/2024,19,PA,12.2041,21.6
2/10/2024,20,PA,12.3869,21.6
2/17/2024,21,PA,12.3869,21.7
2/24/2024,22,PA,12.4148,22.1
3/2/2024,23,PA,12.7547,22.5
3/9/2024,24,PA,12.7946,22.6
3/16/2024,25,PA,12.7946,22.6
3/23/2024,26,PA,12.7946,22.7
3/30/2024,27,PA,12.7946,23.2
4/6/2024,28,PA,13.0919,23.4
4/13/2024,29,PA,13.0965,23.4
4/20/2024,30,PA,13.097,23.4
4/27/2024,31,PA,13.097,23.4
5/4/2024,32,PA,13.2392,23.4
5/11/2024,33,PA,13.2392,23.4
5/18/2024,34,PA,13.2392,23.6
5/25/2024,35,PA,13.2392,23.6
6/1/2024,36,PA,13.3624,23.6
6/8/2024,37,PA,13.3624,23.6
6/15/2024,38,PA,13.3624,23.6
6/22/2024,39,PA,13.3624,23.8
6/30/2024,40,PA,13.3624,23.9
7/6/2024,41,PA,,23.9
7/13/2024,42,PA,,23.9
7/20/2024,43,PA,,24.2
7/27/2024,44,PA,,24.3
8/3/2024,45,PA,,24.3
8/10/2024,46,PA,,24.5
8/17/2024,47,PA,,24.5
9/7/2024,1,PA,,2.9
9/14/2024,2,PA,,5.3
9/21/2024,3,PA,,6.3
9/28/2024,4,PA,,7.8
10/5/2024,5,PA,3.0824,9.3
10/12/2024,6,PA,3.0824,11.7
10/19/2024,7,PA,7.0683,16.0
10/26/2024,8,PA,7.953,16.5
11/2/2024,9,PA,8.8377,17.1
11/9/2024,10,PA,9.7576,18.7
11/16/2024,11,PA,9.7576,18.7
11/23/2024,12,PA,9.7576,18.7
11/30/2024,13,PA,10.3715,20.4
12/7/2024,14,PA,10.9854,22.1
12/14/2024,15,PA,10.9854,22.5
12/21/2024,16,PA,10.9854,22.8
12/28/2024,17,PA,11.8248,22.8
1/4/2025,18,PA,11.8248,22.9
1/11/2025,19,PA,11.8248,23.2
1/18/2025,20,PA,11.8822,24.4
1/25/2025,21,PA,12.236,24.4
2/1/2025,22,PA,12.5898,24.4
2/8/2025,23,PA,12.5898,24.4
2/15/2025,24,PA,12.5898,24.4
2/22/2025,25,PA,12.7744,24.8
3/1/2025,26,PA,12.959,25.3
3/8/2025,27,PA,12.959,25.3
3/15/2025,28,PA,12.959,25.3
3/22/2025,29,PA,13.0551,25.3
3/29/2025,30,PA,13.0551,25.3
4/5/2025,31,PA,13.0551,25.3
4/12/2025,32,PA,13.0551,25.3
4/19/2025,33,PA,13.0551,25.3
4/26/2025,34,PA,13.1465,25.3
5/3/2025,35,PA,13.2379,
5/10/2025,36,PA,13.2379,
5/17/2025,37,PA,13.2379,
5/24/2025,38,PA,13.2379,
5/31/2025,39,PA,13.2467,
6/7/2025,40,PA,13.2556,
6/14/2025,41,PA,13.2556,
6/21/2025,42,PA,13.2556,
6/28/2025,43,PA,13.2556,
10/4/2025,1,PA,2.4278,
10/11/2025,2,PA,2.4278,9.0
10/18/2025,3,PA,4.0537,9.3
10/25/2025,4,PA,4.9322,11.3
11/1/2025,5,PA,5.8107,13.2
11/8/2025,6,PA,5.8563,14.9
11/15/2025,7,PA,6.1439,15.5
11/22/2025,8,PA,7.0458,16.1
11/29/2025,9,PA,7.8233,16.4
12/6/2025,10,PA,8.6008,16.7
12/13/2025,11,PA,8.6008,17.7
12/20/2025,12,PA,8.6008,17.7
12/27/2025,13,PA,9.413,17.7
9/30/2023,1,PR,0,1.9
10/7/2023,2,PR,1.1465,4.0
10/14/2023,3,PR,1.2137,4.0
10/21/2023,4,PR,1.2222,4.0
10/28/2023,5,PR,1.2222,4.6
11/4/2023,6,PR,2.5895,5.2
11/11/2023,7,PR,2.5895,5.5
11/18/2023,8,PR,4.1666,6.8
11/25/2023,9,PR,4.1666,7.4
12/2/2023,10,PR,4.1666,8.0
12/9/2023,11,PR,4.1666,8.0
12/16/2023,12,PR,4.1666,8.0
12/23/2023,13,PR,4.1666,8.0
12/30/2023,14,PR,4.1666,9.0
1/6/2024,15,PR,4.8716,9.8
1/13/2024,16,PR,4.8716,9.8
1/20/2024,17,PR,4.8716,10.2
1/27/2024,18,PR,4.8716,10.3
2/3/2024,19,PR,5.5363,10.5
2/10/2024,20,PR,5.5363,10.5
2/17/2024,21,PR,5.5363,10.5
2/24/2024,22,PR,5.5363,10.7
3/2/2024,23,PR,5.9881,11.0
3/9/2024,24,PR,5.9881,11.0
3/16/2024,25,PR,5.9881,11.0
3/23/2024,26,PR,5.9881,11.0
3/30/2024,27,PR,5.9881,11.1
4/6/2024,28,PR,6.8127,11.2
4/13/2024,29,PR,6.8127,11.2
4/20/2024,30,PR,6.8127,11.2
4/27/2024,31,PR,6.8127,11.2
5/4/2024,32,PR,7.4219,11.2
5/11/2024,33,PR,7.4219,11.2
5/18/2024,34,PR,7.4219,11.3
5/25/2024,35,PR,7.4219,11.3
6/1/2024,36,PR,7.4219,11.3
6/8/2024,37,PR,7.4219,11.3
6/15/2024,38,PR,7.4219,11.3
6/22/2024,39,PR,7.4219,11.3
6/30/2024,40,PR,7.4219,11.5
7/6/2024,41,PR,,11.5
7/13/2024,42,PR,,11.5
7/20/2024,43,PR,,11.5
7/27/2024,44,PR,,11.5
8/3/2024,45,PR,,11.5
8/10/2024,46,PR,,11.5
8/17/2024,47,PR,,11.5
9/7/2024,1,PR,,0.8
9/14/2024,2,PR,,0.8
9/21/2024,3,PR,,0.8
9/28/2024,4,PR,,1.8
10/5/2024,5,PR,1.7743,2.4
10/12/2024,6,PR,1.7743,2.4
10/19/2024,7,PR,1.7743,3.2
10/26/2024,8,PR,2.476,3.9
11/2/2024,9,PR,3.1777,4.6
11/9/2024,10,PR,3.1777,4.8
11/16/2024,11,PR,3.1777,5.2
11/23/2024,12,PR,3.1777,6.0
11/30/2024,13,PR,3.6142,6.4
12/7/2024,14,PR,4.0506,6.7
12/14/2024,15,PR,4.0506,6.9
12/21/2024,16,PR,4.4315,7.2
12/28/2024,17,PR,4.4315,8.0
1/4/2025,18,PR,4.4315,8.0
1/11/2025,19,PR,4.4315,8.0
1/18/2025,20,PR,4.6153,8.3
1/25/2025,21,PR,4.6463,8.5
2/1/2025,22,PR,4.6772,8.7
2/8/2025,23,PR,4.6772,8.7
